Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"384","CHINA GAS HOLDINGS LTD","Versorger","Aktien","759.563,69","0,00","759.563,69","769.800,00","0,99","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energie","Aktien","751.950,66","0,00","751.950,66","608.400,00","1,24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3533","LOTES LTD","IT","Aktien","741.872,34","0,00","741.872,34","18.000,00","41,22","Taiwan","Taiwan Stock Exchange","TWD"
"3037","UNIMICRON TECHNOLOGY CORP","IT","Aktien","742.190,61","0,00","742.190,61","106.000,00","7,00","Taiwan","Taiwan Stock Exchange","TWD"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrie","Aktien","742.572,52","0,00","742.572,52","122.800,00","6,05","Taiwan","Taiwan Stock Exchange","TWD"
"INPST","INPOST SA","Industrie","Aktien","739.904,49","0,00","739.904,49","60.172,00","12,30","Niederlande","Euronext Amsterdam","EUR"
"MIL","BANK MILLENNIUM SA","Financials","Aktien","734.625,81","0,00","734.625,81","158.817,00","4,63","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SOL","SASOL LTD","Materialien","Aktien","735.484,67","0,00","735.484,67","114.755,00","6,41","Südafrika","Johannesburg Stock Exchange","ZAR"
"T","TELUS CORP","Kommunikation","Aktien","717.912,03","0,00","717.912,03","54.399,00","13,20","Kanada","Toronto Stock Exchange","CAD"
"2338","WEICHAI POWER LTD H","Industrie","Aktien","714.427,96","0,00","714.427,96","295.000,00","2,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7550","ZENSHO HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","698.554,98","0,00","698.554,98","12.200,00","57,26","Japan","Tokyo Stock Exchange","JPY"
"NZD","NZD CASH","Cash und/oder Derivate","Geldmarkt","692.936,75","0,00","692.936,75","1.205.003,00","57,50","Neuseeland","-","NZD"
"5871","CHAILEASE HOLDING LTD","Financials","Aktien","694.573,14","0,00","694.573,14","206.861,00","3,36","Taiwan","Taiwan Stock Exchange","TWD"
"6488","GLOBALWAFERS LTD","IT","Aktien","684.839,52","0,00","684.839,52","53.000,00","12,92","Taiwan","Gretai Securities Market","TWD"
"KWD","KWD CASH","Cash und/oder Derivate","Geldmarkt","680.430,21","0,00","680.430,21","209.232,00","325,20","Kuwait","-","KWD"
"489","DONGFENG MOTOR GROUP LTD H","Zyklische Konsumgüter ","Aktien","679.899,79","0,00","679.899,79","600.000,00","1,13","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"051900","LG H & H LTD","Nichtzyklische Konsumgüter","Aktien","681.533,44","0,00","681.533,44","3.798,00","179,45","Korea","Korea Exchange (Stock Market)","KRW"
"2367","GIANT BIOGENE HOLDING LTD","Nichtzyklische Konsumgüter","Aktien","674.707,27","0,00","674.707,27","157.800,00","4,28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IQCD","INDUSTRIES QATAR","Industrie","Aktien","673.361,83","0,00","673.361,83","205.508,00","3,28","Qatar","Qatar Exchange","QAR"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","659.370,61","0,00","659.370,61","6.650.972,00","9,91","Norwegen","-","NOK"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materialien","Aktien","653.866,57","0,00","653.866,57","1.697.000,00","0,39","Indonesien","Indonesia Stock Exchange","IDR"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","633.308,92","0,00","633.308,92","188.000,00","3,37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BDX","BUDIMEX SA","Industrie","Aktien","634.039,05","0,00","634.039,05","3.574,00","177,40","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"4938","PEGATRON CORP","IT","Aktien","628.786,94","0,00","628.786,94","288.000,00","2,18","Taiwan","Taiwan Stock Exchange","TWD"
"9021","WEST JAPAN RAILWAY","Industrie","Aktien","618.239,82","0,00","618.239,82","31.000,00","19,94","Japan","Tokyo Stock Exchange","JPY"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Immobilien","Aktien","612.644,70","0,00","612.644,70","194.000,00","3,16","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"2801","KIKKOMAN CORP","Nichtzyklische Konsumgüter","Aktien","607.828,00","0,00","607.828,00","67.000,00","9,07","Japan","Tokyo Stock Exchange","JPY"
"2268","WUXI XDC CAYMAN INC","Gesundheitsversorgung","Aktien","604.885,33","0,00","604.885,33","77.500,00","7,80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1878","DAITO TRUST CONSTRUCTION LTD","Immobilien","Aktien","600.076,56","0,00","600.076,56","31.500,00","19,05","Japan","Tokyo Stock Exchange","JPY"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","583.523,61","0,00","583.523,61","202.400,00","2,88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"443060","HD HYUNDAI MARINE SOLUTION LTD","Industrie","Aktien","578.800,81","0,00","578.800,81","4.309,00","134,32","Korea","Korea Exchange (Stock Market)","KRW"
"180640","HANJIN KAL","Zyklische Konsumgüter ","Aktien","573.367,12","0,00","573.367,12","6.661,00","86,08","Korea","Korea Exchange (Stock Market)","KRW"
"NEXI","NEXI","Financials","Aktien","543.613,46","0,00","543.613,46","109.658,00","4,96","Italien","Borsa Italiana","EUR"
"017670","SK TELECOM LTD","Kommunikation","Aktien","539.883,72","0,00","539.883,72","14.537,00","37,14","Korea","Korea Exchange (Stock Market)","KRW"
"1776","GF SECURITIES LTD H","Financials","Aktien","538.922,34","0,00","538.922,34","238.200,00","2,26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2376","GIGABYTE TECHNOLOGY LTD","IT","Aktien","532.025,27","0,00","532.025,27","67.000,00","7,94","Taiwan","Taiwan Stock Exchange","TWD"
"836","CHINA RESOURCES POWER LTD","Versorger","Aktien","534.189,25","0,00","534.189,25","240.200,00","2,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3088","MATSUKIYOKARA","Nichtzyklische Konsumgüter","Aktien","529.440,81","0,00","529.440,81","30.600,00","17,30","Japan","Tokyo Stock Exchange","JPY"
"YTL","YTL CORPORATION","Versorger","Aktien","526.941,35","0,00","526.941,35","1.048.200,00","0,50","Malaysia","Bursa Malaysia","MYR"
"QFIN","QFIN HOLDINGS ADR INC","Financials","Aktien","527.073,04","0,00","527.073,04","27.352,00","19,27","China","NASDAQ","USD"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","IT","Aktien","516.474,59","0,00","516.474,59","119.500,00","4,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ZAB","ZABKA GROUP SOCIETE ANONYME SA","Nichtzyklische Konsumgüter","Aktien","518.816,98","0,00","518.816,98","81.452,00","6,37","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2395","ADVANTECH LTD","IT","Aktien","514.147,90","0,00","514.147,90","56.093,00","9,17","Taiwan","Taiwan Stock Exchange","TWD"
"CCC","CCC SA","Zyklische Konsumgüter ","Aktien","492.678,02","0,00","492.678,02","14.810,00","33,27","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1590","AIRTAC INTERNATIONAL GROUP","Industrie","Aktien","473.576,17","0,00","473.576,17","16.000,00","29,60","Taiwan","Taiwan Stock Exchange","TWD"
"AKBNK.E","AKBANK A","Financials","Aktien","474.412,23","0,00","474.412,23","292.015,00","1,62","Türkei","Istanbul Stock Exchange","TRY"
"9995","REMEGEN LTD H","Gesundheitsversorgung","Aktien","462.516,86","0,00","462.516,86","50.000,00","9,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"900948","INNER MONGOLIA YITAI COAL LTD B","Energie","Aktien","446.367,00","0,00","446.367,00","233.700,00","1,91","China","Shanghai Stock Exchange","USD"
"3618","CHONGQING RURAL COMMERCIAL BANK LT","Financials","Aktien","443.264,60","0,00","443.264,60","561.000,00","0,79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aktien","436.682,73","0,00","436.682,73","122.000,00","3,58","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SALIK","SALIK COMPANY P.J.S.C","Industrie","Aktien","434.731,83","0,00","434.731,83","251.453,00","1,73","Ver. Arabische Emirate","Dubai Financial Market","AED"
"BBNI","BANK NEGARA INDONESIA","Financials","Aktien","432.990,34","0,00","432.990,34","1.652.200,00","0,26","Indonesien","Indonesia Stock Exchange","IDR"
"2799","CHINA CITIC FIN ASSET MGT LTD H","Financials","Aktien","412.360,76","0,00","412.360,76","3.867.000,00","0,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6862","HAIDILAO INTERNATIONAL HOLDING LTD","Zyklische Konsumgüter ","Aktien","408.267,49","0,00","408.267,49","223.000,00","1,83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CZK","CZK CASH","Cash und/oder Derivate","Geldmarkt","405.691,88","0,00","405.691,88","8.349.768,00","4,86","Tschechien","-","CZK"
"CHDRAUIB","GRUPO COMERCIAL CHEDRAUI","Nichtzyklische Konsumgüter","Aktien","403.990,54","0,00","403.990,54","58.900,00","6,86","Mexiko","Bolsa Mexicana De Valores","MXN"
"LEGN","LEGEND BIOTECH ADR REP CORP","Gesundheitsversorgung","Aktien","405.037,94","0,00","405.037,94","18.631,00","21,74","China","NASDAQ","USD"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Gesundheitsversorgung","Aktien","385.424,55","0,00","385.424,55","597.600,00","0,64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HUF","HUF CASH","Cash und/oder Derivate","Geldmarkt","371.251,03","0,00","371.251,03","121.365.860,00","0,31","Ungarn","-","HUF"
"168","TSINGTAO BREWERY LTD H","Nichtzyklische Konsumgüter","Aktien","363.044,90","0,00","363.044,90","58.000,00","6,26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"5201","AGC INC","Industrie","Aktien","347.867,56","0,00","347.867,56","10.500,00","33,13","Japan","Tokyo Stock Exchange","JPY"
"PHP","PHP CASH","Cash und/oder Derivate","Geldmarkt","314.385,23","0,00","314.385,23","18.496.069,00","1,70","Philippinen","-","PHP"
"SSBSW","CASH COLLATERAL USD SSBSW","Cash und/oder Derivate","Cash Collateral and Margins","310.000,00","0,00","310.000,00","310.000,00","100,00","Vereinigte Staaten","-","USD"
"ILS","ILS CASH","Cash und/oder Derivate","Geldmarkt","284.498,86","0,00","284.498,86","906.726,00","31,38","Israel","-","ILS"
"TRY","TRY CASH","Cash und/oder Derivate","Geldmarkt","269.166,47","0,00","269.166,47","11.564.468,00","2,33","Türkei","-","TRY"
"83","SINO LAND LTD","Immobilien","Aktien","267.858,93","0,00","267.858,93","204.000,00","1,31","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"1585","YADEA GROUP HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","257.097,71","0,00","257.097,71","176.000,00","1,46","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3808","SINOTRUK (HONG KONG) LTD","Industrie","Aktien","235.977,39","0,00","235.977,39","66.500,00","3,55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CNH","CNH CASH","Cash und/oder Derivate","Geldmarkt","230.103,17","0,00","230.103,17","1.606.109,00","14,33","China","-","CNH"
"CLP","CLP CASH","Cash und/oder Derivate","Geldmarkt","222.627,12","0,00","222.627,12","200.715.043,00","0,11","Chile","-","CLP"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrie","Aktien","209.443,05","0,00","209.443,05","13.000,00","16,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3092","ZOZO INC","Zyklische Konsumgüter ","Aktien","210.025,84","0,00","210.025,84","25.500,00","8,24","Japan","Tokyo Stock Exchange","JPY"
"QAR","QAR CASH","Cash und/oder Derivate","Geldmarkt","199.016,11","0,00","199.016,11","724.618,00","27,46","Qatar","-","QAR"
"MYR","MYR CASH","Cash und/oder Derivate","Geldmarkt","199.859,83","0,00","199.859,83","811.031,00","24,64","Malaysia","-","MYR"
"THYAO.E","TURK HAVA YOLLARI AO A","Industrie","Aktien","199.875,14","0,00","199.875,14","31.983,00","6,25","Türkei","Istanbul Stock Exchange","TRY"
"BRL","BRL CASH","Cash und/oder Derivate","Geldmarkt","196.868,59","0,00","196.868,59","1.078.791,00","18,25","Brasilien","-","BRL"
"3692","HANSOH PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","194.688,76","0,00","194.688,76","42.000,00","4,64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2202","CHINA VANKE LTD H","Immobilien","Aktien","189.041,95","0,00","189.041,95","448.600,00","0,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PLN","PLN CASH","Cash und/oder Derivate","Geldmarkt","187.433,89","0,00","187.433,89","673.862,00","27,81","Polen","-","PLN"
"MRDIY","MR D.I.Y. GROUP (M)","Zyklische Konsumgüter ","Aktien","161.407,84","0,00","161.407,84","428.100,00","0,38","Malaysia","Bursa Malaysia","MYR"
"1193","CHINA RESOURCES GAS GROUP LTD","Versorger","Aktien","155.769,51","0,00","155.769,51","53.600,00","2,91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3998","BOSIDENG INTERNATIONAL LTD","Zyklische Konsumgüter ","Aktien","135.229,65","0,00","135.229,65","236.000,00","0,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RED","REDEIA CORPORACION SA","Versorger","Aktien","112.760,04","0,00","112.760,04","6.329,00","17,82","Spanien","Bolsa De Madrid","EUR"
"960","LONGFOR GROUP HOLDINGS LTD","Immobilien","Aktien","110.526,11","0,00","110.526,11","100.500,00","1,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Aktien","110.998,30","0,00","110.998,30","3.598,00","30,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2474","CATCHER TECHNOLOGY LTD","IT","Aktien","105.918,11","0,00","105.918,11","16.000,00","6,62","Taiwan","Taiwan Stock Exchange","TWD"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","100.990,56","0,00","100.990,56","66.000,00","1,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1548","GENSCRIPT BIOTECH CORP","Gesundheitsversorgung","Aktien","98.932,36","0,00","98.932,36","62.000,00","1,60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGD","SGD CASH","Cash und/oder Derivate","Geldmarkt","94.910,96","0,00","94.910,96","122.055,00","77,76","Singapur","-","SGD"
"1476","ECLAT TEXTILE LTD","Zyklische Konsumgüter ","Aktien","91.387,66","0,00","91.387,66","7.468,00","12,24","Taiwan","Taiwan Stock Exchange","TWD"
"AMRZ","AMRIZE AG","Materialien","Aktien","85.462,64","0,00","85.462,64","1.554,00","55,00","Vereinigte Staaten","SIX Swiss Exchange","CHF"
"CPAXT.R","CP AXTRA NON-VOTING DR PCL","Nichtzyklische Konsumgüter","Aktien","77.933,39","0,00","77.933,39","156.388,00","0,50","Thailand","Stock Exchange Of Thailand","THB"
"2587","SUNTORY BEVERAGE & FOOD LTD","Nichtzyklische Konsumgüter","Aktien","78.408,88","0,00","78.408,88","2.600,00","30,16","Japan","Tokyo Stock Exchange","JPY"
"SPL","SANTANDER BANK POLSKA SA","Financials","Aktien","63.866,66","0,00","63.866,66","421,00","151,70","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"IDR","IDR CASH","Cash und/oder Derivate","Geldmarkt","57.251,16","0,00","57.251,16","954.663.019,00","0,01","Indonesien","-","IDR"
"1044","HENGAN INTERNATIONAL GROUP LTD","Nichtzyklische Konsumgüter","Aktien","51.975,33","0,00","51.975,33","14.500,00","3,58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AUD","AUD CASH","Cash und/oder Derivate","Geldmarkt","40.681,54","0,00","40.681,54","61.006,00","66,68","Australien","-","AUD"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Immobilien","Aktien","12.198,24","0,00","12.198,24","774,00","15,76","China","New York Stock Exchange Inc.","USD"
"VALT","VALTERRA PLATINUM LTD","Materialien","Aktien","12.800,30","0,00","12.800,30","153,00","83,66","Südafrika","London Stock Exchange","GBP"
"2604267D","UNIMICRON TECHNOLOGY CORP DUMMY","IT","Aktien","7.913,48","0,00","7.913,48","106.000,00","0,07","Taiwan","Taiwan Stock Exchange","TWD"
"AED","AED CASH","Cash und/oder Derivate","Geldmarkt","5.616,68","0,00","5.616,68","20.630,00","27,23","Ver. Arabische Emirate","-","AED"
"INR","INR CASH","Cash und/oder Derivate","Geldmarkt","2.858,48","0,00","2.858,48","256.919,00","1,11","Indien","-","INR"
"COP","COP CASH","Cash und/oder Derivate","Geldmarkt","0,00","0,00","0,00","0,00","0,03","Kolumbien","-","COP"
"SAR","SAR CASH(COMMITTED)","Cash und/oder Derivate","Geldmarkt","42,32","0,00","42,32","159,00","26,66","Saudi-Arabien","-","SAR"
"VTBR","BANK VTB","Financials","Aktien","0,02","0,00","0,02","182.378,00","0,00","Russland","Standard-Classica-Forts","RUB"
"PLZL","POLYUS","Materialien","Aktien","0,20","0,00","0,20","15.760,00","0,00","Russland","Standard-Classica-Forts","RUB"
"GMKN","GMK NORILSKIY NIKEL","Materialien","Aktien","0,77","0,00","0,77","612.800,00","0,00","Russland","Standard-Classica-Forts","RUB"
"TCSG","TCS GROUP HOLDING REPR CLASS A RE","Financials","Aktien","1,42","0,00","1,42","11.210,00","0,00","Russland","Standard-Classica-Forts","RUB"
"LKOH","NK LUKOIL","Energie","Aktien","4,03","0,00","4,03","31.838,00","0,00","Russland","Standard-Classica-Forts","RUB"
"ROSN","NK ROSNEFT","Energie","Aktien","4,86","0,00","4,86","38.440,00","0,00","Russland","Standard-Classica-Forts","RUB"
"NVTK","NOVATEK","Energie","Aktien","10,90","0,00","10,90","86.250,00","0,00","Russland","Standard-Classica-Forts","RUB"
"TATN","TATNEFT","Energie","Aktien","14,34","0,00","14,34","113.455,00","0,00","Russland","Standard-Classica-Forts","RUB"
"MTSS","MOBILNYE TELESISTEMY","Kommunikation","Aktien","26,43","0,00","26,43","209.064,00","0,00","Russland","Standard-Classica-Forts","RUB"
"SBER","SBERBANK ROSSII","Financials","Aktien","79,45","0,00","79,45","628.476,00","0,00","Russland","Standard-Classica-Forts","RUB"
"GAZP","GAZPROM","Energie","Aktien","111,41","0,00","111,41","881.266,00","0,00","Russland","Standard-Classica-Forts","RUB"
"HKD","HKD/USD","Cash und/oder Derivate","FX","-767,70","0,00","-767,70","20.600.704,00","1,00","Vereinigte Staaten","-","USD"
"HKD","HKD/USD","Cash und/oder Derivate","FX","-720,19","0,00","-720,19","5.190.094,00","1,00","Vereinigte Staaten","-","USD"
"NOK","NOK/USD","Cash und/oder Derivate","FX","-638,52","0,00","-638,52","1.436.479,00","1,00","Vereinigte Staaten","-","USD"
"DKK","DKK/USD","Cash und/oder Derivate","FX","-576,44","0,00","-576,44","2.734.643,00","1,00","Vereinigte Staaten","-","USD"
"SEK","SEK/USD","Cash und/oder Derivate","FX","-520,92","0,00","-520,92","1.595.047,00","1,00","Vereinigte Staaten","-","USD"
"MYR","MYR/USD","Cash und/oder Derivate","FX","-409,46","0,00","-409,46","551.896,00","1,00","Vereinigte Staaten","-","USD"
"NZD","NZD/USD","Cash und/oder Derivate","FX","-388,80","0,00","-388,80","71.638,00","1,00","Vereinigte Staaten","-","USD"
"PLN","PLN/USD","Cash und/oder Derivate","FX","-359,96","0,00","-359,96","472.890,00","1,00","Vereinigte Staaten","-","USD"
"SGD","SGD/USD","Cash und/oder Derivate","FX","-235,96","0,00","-235,96","265.040,00","1,00","Vereinigte Staaten","-","USD"
"DKK","DKK/USD","Cash und/oder Derivate","FX","-219,33","0,00","-219,33","683.661,00","1,00","Vereinigte Staaten","-","USD"
"NOK","NOK/USD","Cash und/oder Derivate","FX","-192,16","0,00","-192,16","359.120,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-37,59","0,00","-37,59","751.643,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-27,70","0,00","-27,70","553.926,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-25,62","0,00","-25,62","512.302,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-25,46","0,00","-25,46","509.100,00","1,00","Vereinigte Staaten","-","USD"
"PLN","PLN/USD","Cash und/oder Derivate","FX","-24,51","0,00","-24,51","118.222,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-24,38","0,00","-24,38","487.487,00","1,00","Vereinigte Staaten","-","USD"
"CLP","CLP/USD","Cash und/oder Derivate","FX","-17,54","0,00","-17,54","51.818.119,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-14,69","0,00","-14,69","293.773,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-14,59","0,00","-14,59","291.772,00","1,00","Vereinigte Staaten","-","USD"
"AED","AED/USD","Cash und/oder Derivate","FX","-14,49","0,00","-14,49","579.850,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-11,13","0,00","-11,13","222.531,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-10,04","0,00","-10,04","200.838,00","1,00","Vereinigte Staaten","-","USD"
"PHP","PHP/USD","Cash und/oder Derivate","FX","-9,54","0,00","-9,54","755.260,00","1,00","Vereinigte Staaten","-","USD"
"THB","THB/USD","Cash und/oder Derivate","FX","-9,05","0,00","-9,05","180.907,00","1,00","Vereinigte Staaten","-","USD"
